Game,Publisher,Publisher2,Genre,Genre2,Release.Year,Release.Year2,ESRB.Rating,ESRB.Rating2,Multiplayer,Multiplayer2,Metacritic.Score,Exclusivity,Sales.N.A.,Sales.Eur,Sales.Jap,Sales.Other,Sales.Total
1080 Avalanche,Nintendo,Nintendo,Sports,Sports,2003,2003,E,EE10,4,4,73,Yes,NA,NA,NA,NA,NA
18 Wheeler: American Pro Trucker,Acclaim Entertainment,Acclaim Entertainment,Racing,Racing,2002,2002,E,EE10,2,2,52,No,0.09,0.02,NA,NA,0.11
2002 FIFA World Cup,Electronic Arts,Electronic Arts,Sports,Sports,2002,2002,E,EE10,4,4,78,No,0.04,0.01,NA,NA,0.05
4x4 EVO 2,Vivendi Games,Vivendi Games,Racing,Racing,2002,2002,E,EE10,2,2,56,No,0.11,0.03,NA,NA,0.14
Aggressive Inline,Acclaim Entertainment,Acclaim Entertainment,Sports,Sports,2002,2002,T,TM,2,2,88,No,0.04,0.01,NA,NA,0.06
Alien Hominid,O3 Entertainment,Other,Shooter,Shooter,2004,2004,T,TM,4,4,78,No,0.07,0.02,NA,NA,0.09
All-Star Baseball 2002,Acclaim Entertainment,Acclaim Entertainment,Sports,Sports,2001,2002,E,EE10,4,4,66,No,0.17,0.04,NA,0.01,0.22
All-Star Baseball 2003,Acclaim Entertainment,Acclaim Entertainment,Sports,Sports,2002,2002,E,EE10,4,4,83,No,0.12,0.03,NA,NA,0.15
All-Star Baseball 2004,Acclaim Entertainment,Acclaim Entertainment,Sports,Sports,2003,2003,E,EE10,4,4,80,No,0.06,0.02,NA,NA,0.08
Amazing Island,Sega,Sega,Strategy,Other,2004,2004,E,EE10,2,2,59,Yes,0.04,0.01,NA,NA,0.06
American Chopper 2: Full Throttle,Activision,Activision,Racing,Racing,2005,2005,E,EE10,1,1,54,No,0.04,0.01,NA,NA,0.05
Animal Crossing,Nintendo,Nintendo,Simulation,Other,2001,2002,E,EE10,1,1,87,Yes,1.92,0.16,0.99,0.09,3.15
Animaniacs: The Great Edgar Hunt,Ignition Entertainment,Other,Platformer,Platformer,2005,2005,E,EE10,1,1,65,No,0.02,0.01,NA,NA,0.03
Aquaman: Battle for Atlantis,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,2003,2003,T,TM,1,1,27,No,0.01,NA,NA,NA,0.01
Archer Maclean Presents: Pool Paradise,Ignition Entertainment,Other,Sports,Sports,2004,2004,E,EE10,2,2,76,No,0.02,0.01,NA,NA,0.03
Army Men: Air Combat - The Elite Missions,3DO,Other,Shooter,Shooter,2003,2003,T,TM,2,2,46,Yes,0.01,NA,NA,NA,0.01
Army Men: RTS,Global Star,Other,Strategy,Other,2004,2004,T,TM,1,1,NA,No,0.05,0.01,NA,NA,0.07
Army Men: Sarge's War,Global Star,Other,Shooter,Shooter,2004,2004,T,TM,4,4,56,No,0.12,0.03,NA,NA,0.15
Asterix & Obelix XXL,Atari,Atari,ActionAdventure,ActionAdventure,2004,2004,E,EE10,1,1,NA,No,NA,NA,NA,NA,NA
ATV Quad Power Racing 2,Acclaim Entertainment,Acclaim Entertainment,Racing,Racing,2003,2003,T,TM,2,2,70,No,0.22,0.06,NA,0.01,0.28
Auto Modellista,Capcom,Capcom,Racing,Racing,2003,2003,E,EE10,2,2,62,No,0.02,0.01,NA,NA,0.03
Avatar: The Last Airbender,THQ,THQ,ActionAdventure,ActionAdventure,2006,2005,E10,EE10,1,1,60,No,0.39,0.1,NA,0.01,0.5
Backyard Baseball,Infogrames Entertainment,Other,Sports,Sports,2003,2003,E,EE10,2,2,70,No,0.1,0.03,NA,NA,0.13
Backyard NFL Football,Infogrames Entertainment,Other,Sports,Sports,2002,2002,E,EE10,2,2,58,No,0.2,0.05,NA,0.01,0.26
Backyard Sports Baseball 2007,Atari,Atari,Sports,Sports,2007,2005,E,EE10,2,2,NA,No,NA,NA,NA,NA,NA
Bad Boys: Miami Takedown,Empire Interactive,Other,Shooter,Shooter,2004,2004,M,TM,1,1,35,No,0.03,0.01,NA,NA,0.05
Baldur's Gate: Dark Alliance,Virgin Interactive,Other,RolePlaying,RolePlaying,2002,2002,T,TM,2,2,79,No,0.11,0.03,NA,NA,0.14
Barbarian,Virgin Interactive,Other,Fighting,Fighting,2003,2003,T,TM,2,2,NA,No,NA,NA,NA,NA,NA
Barnyard,THQ,THQ,ActionAdventure,ActionAdventure,2006,2005,E10,EE10,1,1,66,No,0.09,0.02,NA,NA,0.12
Baten Kaitos Origins,Namco Bandai Games,Namco Bandai Games,RolePlaying,RolePlaying,2006,2005,T,TM,1,1,75,Yes,0.06,0.02,0.02,NA,0.1
Baten Kaitos: Eternal Wings and the Lost Ocean,Namco Bandai Games,Namco Bandai Games,RolePlaying,RolePlaying,2003,2003,T,TM,1,1,80,Yes,0.21,0.05,NA,0.01,0.27
Batman Begins,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,2005,2005,T,TM,1,1,66,No,0.11,0.03,NA,NA,0.15
Batman: Dark Tomorrow,Kemco,Other,ActionAdventure,ActionAdventure,2003,2003,T,TM,1,1,29,No,0.06,0.02,NA,NA,0.08
Batman: Rise of Sin Tzu,Ubisoft,Ubisoft,ActionAdventure,ActionAdventure,2003,2003,T,TM,2,2,63,Yes,0.05,0.01,NA,NA,0.06
Batman: Vengeance,Ubisoft,Ubisoft,ActionAdventure,ActionAdventure,2001,2002,T,TM,1,1,70,Yes,0.2,0.05,NA,0.01,0.26
Battalion Wars,Nintendo,Nintendo,Strategy,Other,2005,2005,T,TM,1,1,76,Yes,0.25,0.07,0.07,0.01,0.4
Battle Stadium D.O.N,Namco Bandai Games,Namco Bandai Games,Fighting,Fighting,2006,2005,NA,NA,4,4,NA,No,NA,NA,0.09,NA,0.09
Beach Spikers: Virtua Beach Volleyball,Sega,Sega,Sports,Sports,2002,2002,E,EE10,4,4,76,Yes,0.08,0.02,NA,NA,0.1
BeyBlade VForce: Super Tournament Battle,Atari,Atari,ActionAdventure,ActionAdventure,2002,2002,E,EE10,4,4,33,Yes,0.16,0.04,NA,0.01,0.21
Beyond Good & Evil,Ubisoft,Ubisoft,ActionAdventure,ActionAdventure,2003,2003,T,TM,1,1,87,No,0.06,0.01,NA,NA,0.07
Big Air Freestyle,Atari,Atari,Racing,Racing,2002,2002,T,TM,2,2,56,Yes,0.04,0.01,NA,NA,0.05
Big Mutha Truckers,Empire Interactive,Other,Racing,Racing,2003,2003,T,TM,1,1,63,No,0.06,0.02,NA,NA,0.08
Billy Hatcher and the Giant Egg,Sega,Sega,Platformer,Platformer,2003,2003,E,EE10,1,1,71,Yes,0.19,0.05,NA,0.01,0.25
Bionicle,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,2003,2003,E,EE10,1,1,47,No,0.16,0.04,NA,0.01,0.21
Bionicle Heroes,Eidos Interactive,Other,Shooter,Shooter,2006,2005,E10,EE10,1,1,51,No,0.08,0.02,NA,NA,0.11
Black & Bruised,Vivendi Games,Vivendi Games,Fighting,Fighting,2003,2003,T,TM,2,2,66,No,0.04,0.01,NA,NA,0.05
Bleach GC: Tasogare Ni Mamieru Shinigami,Sega,Sega,Fighting,Fighting,2005,2005,NA,NA,2,2,NA,Yes,NA,NA,0.08,NA,0.09
Blood Omen 2,Eidos Interactive,Other,ActionAdventure,ActionAdventure,2002,2002,M,TM,1,1,71,No,0.04,0.01,NA,NA,0.05
BloodRayne,Universal Interactive,Other,Shooter,Shooter,2002,2002,M,TM,1,1,73,No,0.09,0.02,NA,NA,0.11
Bloody Roar: Primal Fury,Activision,Activision,Fighting,Fighting,2002,2002,T,TM,2,2,75,Yes,0.14,0.04,NA,NA,0.18
BlowOut,Majesco Entertainment,Other,Shooter,Shooter,2003,2003,T,TM,1,1,68,No,0.01,NA,NA,NA,0.01
BMX XXX,Acclaim Entertainment,Acclaim Entertainment,Sports,Sports,2002,2002,M,TM,2,2,60,No,0.05,0.01,NA,NA,0.06
Boboboubo Boubobo Dassutsu! Hajike Royale,Hudson Soft,Other,RolePlaying,RolePlaying,2005,2005,NA,NA,4,4,NA,Yes,NA,NA,NA,NA,NA
Bokujou Monogatari: Shiawase no Uta,Marvelous Interactive,Other,Simulation,Other,2005,2005,NA,NA,1,1,NA,Yes,NA,NA,NA,NA,NA
Bomberman Generation,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,2002,2002,E,EE10,4,4,81,Yes,0.15,0.04,0.06,0.01,0.25
Bomberman Jetters,Hudson Soft,Other,ActionAdventure,ActionAdventure,2002,2002,E,EE10,4,4,70,Yes,0.06,0.02,NA,NA,0.08
Bomberman Land 2,Hudson Soft,Other,ActionAdventure,ActionAdventure,2003,2003,E,EE10,4,4,NA,No,NA,NA,NA,NA,NA
Bratz: Forever Diamondz,THQ,THQ,ActionAdventure,ActionAdventure,2006,2005,E,EE10,1,1,NA,No,0.17,0.04,NA,0.01,0.21
Bratz: Rock Angelz,THQ,THQ,ActionAdventure,ActionAdventure,2005,2005,E,EE10,1,1,NA,No,0.16,0.04,NA,0.01,0.2
Buffy the Vampire Slayer: Chaos Bleeds,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,2003,2003,T,TM,4,4,75,No,0.02,0.01,NA,NA,0.03
Burnout,Acclaim Entertainment,Acclaim Entertainment,Racing,Racing,2002,2002,E,EE10,2,2,78,No,0.23,0.06,NA,0.01,0.3
Burnout 2: Point of Impact,Acclaim Entertainment,Acclaim Entertainment,Racing,Racing,2003,2003,E,EE10,2,2,89,No,0.12,0.03,NA,NA,0.15
Bust-A-Move 3000,Ubisoft,Ubisoft,Puzzle,Other,2003,2003,E,EE10,2,2,53,Yes,0.01,NA,NA,NA,0.01
Butt-Ugly Martians: Zoom or Doom!,Vivendi Games,Vivendi Games,Racing,Racing,2003,2003,E,EE10,2,2,41,No,NA,NA,NA,NA,NA
Cabela's Big Game Hunter 2005 Adventures,Activision,Activision,Sports,Sports,2004,2004,T,TM,2,2,NA,No,0.05,0.01,NA,NA,0.07
Cabela's Dangerous Hunts 2,Activision,Activision,Sports,Sports,2005,2005,T,TM,2,2,NA,No,0.03,0.01,NA,NA,0.03
Cabela's Outdoor Adventures,Activision,Activision,Sports,Sports,2005,2005,T,TM,2,2,NA,No,0.03,0.01,NA,NA,0.03
Cabela's Outdoor Adventures (2006),Activision,Activision,Sports,Sports,2005,2005,T,TM,2,2,NA,No,NA,NA,NA,NA,NA
Call Of Duty 2: Big Red One,Activision,Activision,Shooter,Shooter,2005,2005,T,TM,1,1,76,No,0.25,0.07,NA,0.01,0.33
Call of Duty: Finest Hour,Activision,Activision,Shooter,Shooter,2004,2004,T,TM,1,1,74,No,0.31,0.08,NA,0.01,0.4
Capcom vs. SNK 2 EO,Capcom,Capcom,Fighting,Fighting,2002,2002,T,TM,2,2,68,Yes,0.09,0.02,NA,NA,0.11
Captain Tsubasa: Ougon Sedai no Chousen,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2002,2002,NA,NA,1,1,NA,Yes,NA,NA,NA,NA,NA
Carmen Sandiego: The Secret of the Stolen Drums,BAM! Entertainment,Other,ActionAdventure,ActionAdventure,2004,2004,E,EE10,1,1,57,No,0.02,NA,NA,NA,0.02
Cars,THQ,THQ,Racing,Racing,2006,2005,E,EE10,2,2,71,No,0.72,0.19,NA,0.03,0.93
Casper: Spirit Dimensions,Take-Two Interactive,Take-Two Interactive,Platformer,Platformer,2002,2002,E,EE10,1,1,NA,No,0.02,NA,NA,NA,0.02
Catwoman,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,2004,2004,T,TM,1,1,47,No,0.05,0.01,NA,NA,0.07
Cel Damage,Electronic Arts,Electronic Arts,Racing,Racing,2002,2002,T,TM,4,4,67,No,0.05,0.01,NA,NA,0.06
Chaos Field,Sega,Sega,Shooter,Shooter,2005,2005,T,TM,1,1,67,Yes,0.01,NA,NA,NA,0.01
Charinko Hero,Banpresto,Other,Racing,Racing,2003,2003,NA,NA,4,4,NA,Yes,NA,NA,NA,NA,NA
Charlie and the Chocolate Factory,Global Star,Other,ActionAdventure,ActionAdventure,2005,2005,E,EE10,1,1,39,No,0.14,0.04,NA,NA,0.18
Charlie's Angels,Ubisoft,Ubisoft,ActionAdventure,ActionAdventure,2003,2003,T,TM,1,1,23,No,0.01,NA,NA,NA,0.02
Chibi-Robo! Plug into Adventure!,Nintendo,Nintendo,ActionAdventure,ActionAdventure,2005,2005,E10,EE10,1,1,75,Yes,0.23,0.06,0.09,0.01,0.39
City Racer,Ubisoft,Ubisoft,Racing,Racing,2003,2003,E,EE10,2,2,58,No,0.01,NA,NA,NA,0.01
Cocoto Fishing Master,BigBen Interactive,Other,Sports,Sports,2005,2005,E,EE10,1,1,NA,No,NA,NA,NA,NA,NA
Cocoto Funfair,BigBen Interactive,Other,Shooter,Shooter,2006,2005,E,EE10,4,4,NA,No,NA,NA,NA,NA,NA
Cocoto Kart Racer,BigBen Interactive,Other,Racing,Racing,2005,2005,E,EE10,4,4,NA,No,NA,NA,NA,NA,NA
Cocoto Platform Jumper,BigBen Interactive,Other,Platformer,Platformer,2004,2004,E,EE10,4,4,NA,No,NA,NA,NA,NA,NA
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Global Star,Other,Platformer,Platformer,2005,2005,E10,EE10,1,1,58,No,0.04,0.01,NA,NA,0.05
Conan,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,2005,2005,NA,NA,2,2,NA,No,NA,NA,NA,NA,NA
Conflict: Desert Storm,SCi,Other,Shooter,Shooter,2003,2003,T,TM,4,4,62,No,0.06,0.02,NA,NA,0.08
Conflict: Desert Storm II - Back to Bagdhad,SCi,Other,Shooter,Shooter,2004,2004,T,TM,4,4,73,No,0.03,0.01,NA,NA,0.04
Crash Bandicoot: The Wrath of Cortex,Universal Interactive,Other,Platformer,Platformer,2002,2002,E,EE10,1,1,62,No,0.46,0.12,NA,0.02,0.59
Crash Nitro Kart,Vivendi Games,Vivendi Games,Racing,Racing,2003,2003,E,EE10,4,4,66,No,0.2,0.05,NA,0.01,0.26
Crash Tag Team Racing,Vivendi Games,Vivendi Games,Racing,Racing,2005,2005,E10,EE10,4,4,66,No,0.12,0.03,NA,NA,0.16
Crazy Taxi,Acclaim Entertainment,Acclaim Entertainment,Racing,Racing,2001,2002,T,TM,2,2,69,No,0.36,0.09,0.02,0.01,0.49
Cubivore: Survival of the Fittest,Nintendo,Nintendo,ActionAdventure,ActionAdventure,2002,2002,E,EE10,1,1,71,Yes,0.01,NA,0.15,NA,0.17
Cubix Robots for Everyone: Showdown,3DO,Other,ActionAdventure,ActionAdventure,2003,2003,E,EE10,4,4,NA,No,NA,NA,NA,NA,NA
Curious George,Namco Bandai Games,Namco Bandai Games,ActionAdventure,ActionAdventure,2006,2005,E,EE10,1,1,53,No,0.11,0.03,NA,NA,0.15
Custom Robo,Nintendo,Nintendo,RolePlaying,RolePlaying,2004,2004,T,TM,4,4,65,Yes,0.29,0.07,NA,0.01,0.37
Dakar 2: The World's Ultimate Rally,Acclaim Entertainment,Acclaim Entertainment,Racing,Racing,2003,2003,E,EE10,2,2,70,No,0.02,0.01,NA,NA,0.03
Dance Dance Revolution: Mario Mix,Nintendo,Nintendo,Music,Other,2005,2005,E,EE10,2,2,69,Yes,0.36,0.09,0.5,0.01,0.97
Dark Summit,THQ,THQ,Sports,Sports,2002,2002,T,TM,2,2,68,No,0.04,0.01,NA,NA,0.05
Darkened Skye,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,2002,2002,T,TM,1,1,61,No,0.01,NA,NA,NA,0.01
Dave Mirra Freestyle BMX 2,Acclaim Entertainment,Acclaim Entertainment,Sports,Sports,2001,2002,T,TM,2,2,78,No,0.21,0.06,NA,0.01,0.28
David Douillet Judo,BigBen Interactive,Other,Fighting,Fighting,2006,2005,E,EE10,2,2,NA,No,NA,NA,NA,NA,NA
Dead to Rights,Electronic Arts,Electronic Arts,Shooter,Shooter,2002,2002,M,TM,1,1,77,No,0.11,0.03,NA,NA,0.14
Def Jam Vendetta,Electronic Arts,Electronic Arts,Fighting,Fighting,2003,2003,T,TM,2,2,81,No,0.19,0.05,NA,0.01,0.25
Def Jam: Fight for NY,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,2004,2004,M,TM,2,2,84,No,0.17,0.05,NA,0.01,0.22
Defender,Midway Games,Midway Games,ActionAdventure,ActionAdventure,2002,2002,T,TM,2,2,66,No,0.08,0.02,NA,NA,0.11
Derby Tsuku 3: Derby Uma o Tsukurou!,Sega,Sega,Sports,Sports,2003,2003,NA,NA,1,1,NA,No,NA,NA,NA,NA,NA
Die Hard: Vendetta,NDA Productions,Other,Shooter,Shooter,2002,2002,M,TM,1,1,54,No,0.09,0.02,NA,NA,0.12
Digimon Rumble Arena 2,Atari,Atari,Fighting,Fighting,2004,2004,T,TM,4,4,71,No,0.03,0.01,NA,NA,0.04
Digimon World 4,Namco Bandai Games,Namco Bandai Games,RolePlaying,RolePlaying,2005,2005,E,EE10,4,4,55,No,0.07,0.02,NA,NA,0.09
Dinotopia: The Sunstone Odyssey,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,2003,2003,T,TM,1,1,50,No,0.01,NA,NA,NA,0.02
Disney Sports Basketball,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2002,2002,E,EE10,4,4,37,Yes,0.01,NA,NA,NA,0.01
Disney Sports Football,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2002,2002,E,EE10,4,4,59,Yes,0.01,NA,NA,NA,0.02
Disney Sports Skateboarding,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2002,2002,E,EE10,2,2,36,Yes,0.05,0.01,NA,NA,0.06
Disney Sports Soccer,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2002,2002,E,EE10,4,4,75,Yes,0.03,0.01,NA,NA,0.03
Disney's Chicken Little,Disney Interactive Studios,Other,Platformer,Platformer,2005,2005,E10,EE10,2,2,67,No,0.21,0.05,NA,0.01,0.27
Disney's Donald Duck: Goin' Quackers,Ubisoft,Ubisoft,Platformer,Platformer,2002,2002,E,EE10,1,1,61,No,0.03,0.01,NA,NA,0.04
Disney's Extreme Skate Adventure,Activision,Activision,Sports,Sports,2003,2003,E,EE10,2,2,76,No,0.09,0.02,NA,NA,0.12
Disney's Hide & Sneak,Capcom,Capcom,ActionAdventure,ActionAdventure,2003,2003,E,EE10,1,1,46,Yes,0.03,0.01,NA,NA,0.03
Disney's Magical Mirror Starring Mickey Mouse,Nintendo,Nintendo,ActionAdventure,ActionAdventure,2002,2002,E,EE10,1,1,50,Yes,0.15,0.04,NA,0.01,0.19
Disney's Meet the Robinsons,Disney Interactive Studios,Other,ActionAdventure,ActionAdventure,2007,2005,E10,EE10,1,1,68,No,0.03,0.01,NA,NA,0.04
Disney's Party,Electronic Arts,Electronic Arts,Party,Other,2002,2002,E,EE10,4,4,39,No,0.04,0.01,NA,NA,0.05
Disney's PK: Out of the Shadows,Ubisoft,Ubisoft,Platformer,Platformer,2002,2002,E,EE10,1,1,46,No,0.04,0.01,NA,NA,0.05
Disney's Tarzan Untamed,Ubisoft,Ubisoft,Platformer,Platformer,2001,2002,E,EE10,1,1,61,No,0.14,0.04,NA,NA,0.18
Disney's The Haunted Mansion,Take-Two Interactive,Take-Two Interactive,Platformer,Platformer,2003,2003,T,TM,1,1,69,No,0.08,0.02,NA,NA,0.1
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Ubisoft,Ubisoft,Platformer,Platformer,2005,2005,E,EE10,2,2,59,No,0.05,0.01,NA,NA,0.07
Dokapon DX: Wataru Sekai wa Oni Darake,Asmik Ace Entertainment,Other,RolePlaying,RolePlaying,2003,2003,NA,NA,4,4,NA,Yes,NA,NA,NA,NA,NA
Donkey Kong Jungle Beat,Nintendo,Nintendo,Platformer,Platformer,2004,2004,E10,EE10,1,1,80,Yes,0.84,0.22,0.24,0.04,1.34
Donkey Konga,Nintendo,Nintendo,Music,Other,2003,2003,E,EE10,4,4,76,Yes,0.5,0.16,0.46,0.03,1.15
Donkey Konga 2,Nintendo,Nintendo,Music,Other,2004,2004,T,TM,4,4,69,Yes,0.3,0.08,NA,0.01,0.39
Donkey Konga 3: Tabe-houdai! Haru Mogitate 50 Kyoku,Nintendo,Nintendo,Music,Other,2005,2005,NA,NA,2,2,NA,Yes,NA,NA,NA,NA,NA
Dora the Explorer: Journey to the Purple Planet,Global Star,Other,ActionAdventure,ActionAdventure,2005,2005,E,EE10,1,1,NA,No,0.09,0.02,NA,NA,0.12
Doraemon Minna de Yuubou!,Epoch,Other,Platformer,Platformer,2003,2003,NA,NA,1,1,NA,Yes,NA,NA,NA,NA,NA
Doshin the Giant,Nintendo,Nintendo,Simulation,Other,2002,2002,NA,NA,1,1,NA,Yes,NA,NA,0.14,NA,0.14
Dr. Muto,Midway Games,Midway Games,Platformer,Platformer,2002,2002,T,TM,1,1,63,No,0.02,0.01,NA,NA,0.03
Dragon Ball Z: Budokai,Atari,Atari,Fighting,Fighting,2003,2003,T,TM,2,2,65,No,0.53,0.14,NA,0.02,0.69
Dragon Ball Z: Budokai 2,Atari,Atari,Fighting,Fighting,2004,2004,T,TM,2,2,66,No,0.21,0.06,NA,0.01,0.27
Dragon Ball Z: Sagas,Atari,Atari,Fighting,Fighting,2005,2005,T,TM,2,2,48,No,0.16,0.04,NA,0.01,0.21
Dragon Drive: D-Masters Shot,Namco Bandai Games,Namco Bandai Games,Shooter,Shooter,2003,2003,NA,NA,2,2,NA,Yes,NA,NA,NA,NA,NA
Dragon's Lair 3D: Return to the Lair,THQ,THQ,Platformer,Platformer,2002,2002,T,TM,1,1,65,No,0.03,0.01,NA,NA,0.04
DreamMix TV: World Fighters,Hudson Soft,Other,Fighting,Fighting,2003,2003,NA,NA,4,4,NA,No,NA,NA,NA,NA,NA
Driven,BAM! Entertainment,Other,Racing,Racing,2002,2002,T,TM,2,2,55,No,0.06,0.02,NA,NA,0.08
Drome Racers,Electronic Arts,Electronic Arts,Racing,Racing,2003,2003,E,EE10,4,4,54,No,0.02,0.01,NA,NA,0.03
Duel Masters Nettou! Battle Arena,Takara,Other,Strategy,Other,2003,2003,NA,NA,2,2,NA,Yes,NA,NA,NA,NA,NA
"Ed, Edd n Eddy: The Mis-Edventures",Midway Games,Midway Games,Platformer,Platformer,2005,2005,E,EE10,1,1,55,No,0.19,0.05,NA,0.01,0.25
Egg Mania: Eggstreme Madness,Kemco,Other,Puzzle,Other,2002,2002,E,EE10,2,2,64,No,0.01,NA,NA,NA,0.01
Eisei Meijin VI,Konami Digital Entertainment,Konami Digital Entertainment,Miscellaneous,Other,2002,2002,NA,NA,2,2,NA,No,NA,NA,NA,NA,NA
Enter the Matrix,Atari,Atari,ActionAdventure,ActionAdventure,2003,2003,T,TM,1,1,63,No,0.34,0.09,0.02,0.01,0.45
ESPN International Winter Sports 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2002,2002,E,EE10,2,2,62,No,0.04,0.01,NA,NA,0.05
ESPN MLS ExtraTime 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2002,2002,E,EE10,4,4,68,No,0.02,NA,NA,NA,0.02
Eternal Darkness: Sanity's Requiem,Nintendo,Nintendo,ActionAdventure,ActionAdventure,2002,2002,M,TM,1,1,92,Yes,0.34,0.09,NA,0.01,0.44
Evolution Skateboarding,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2002,2002,T,TM,2,2,44,No,0.03,0.01,NA,NA,0.04
Evolution Snowboarding,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,2003,2003,T,TM,2,2,49,No,NA,NA,NA,NA,NA
Evolution Worlds,Ubisoft,Ubisoft,RolePlaying,RolePlaying,2002,2002,E,EE10,1,1,63,Yes,0.06,0.02,NA,NA,0.08
F1 2002,Electronic Arts,Electronic Arts,Racing,Racing,2002,2002,E,EE10,4,4,72,No,0.02,0.01,NA,NA,0.03
